,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
625,Fields Of Gold,Sting,spotify:track:22gLGCKbFKwmgZhrpVcnFb,0.653,0.344,-11.758,0.0246,0.346,0.0155,0.291,104.009
626,The Joker,Steve Miller Band,spotify:track:0zge3Oe6qU1jnvSgxDRQYU,0.415,0.551,-7.067,0.0821,0.427,1.88e-06,0.74,166.736
627,My Sharona,The Knack,spotify:track:7rjkq7RVUQgCmSWuwVBXot,0.591,0.809,-6.791,0.0367,0.0391,0.00248,0.871,147.235
628,Hush,Deep Purple,spotify:track:5Pm3DepZhRQz6urfesb7BR,0.587,0.702,-9.704,0.0539,0.118,0.0348,0.365,108.482
629,House of the Rising Sun,The Animals,spotify:track:3XC7Jd6SfrQYKZJ6inyRHK,0.316,0.484,-9.11,0.0308,0.000334,0.00445,0.299,117.363
630,It's My Life,The Animals,spotify:track:2Uab83g0cf6PKsbuBqv6gF,0.593,0.592,-7.75,0.0311,0.00226,9.36e-06,0.652,122.848
631,Animals,Nickelback,spotify:track:5vvoFE63Z7yw2TTj4icSDn,0.572,0.961,-3.089,0.0625,0.000722,0.021,0.818,76.998
632,Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7HR024DKw3SnKzCDJp3Bnf,0.598,0.606,-11.812,0.0256,0.162,0.000357,0.91,97.736
633,Free Bird,Lynyrd Skynyrd,spotify:track:4vDMS1A7PGJG85w6d6cMNQ,0.285,0.801,-10.631,0.0486,0.00345,0.111,0.467,118.278
634,La Grange - 1999 Remaster,ZZ Top,spotify:track:0FMhMAFPLg8EljnROSoVnj,0.552,0.651,-10.624,0.229,0.00494,0.0349,0.533,161.548
635,Jessica - Unedited Version,Allman Brothers Band,spotify:track:7tNRgEkvJC7OzGlj4Eh0fu,0.322,0.692,-13.493,0.0315,0.145,0.903,0.9,105.17
636,Mary Had a Little Lamb,Stevie Ray Vaughan,spotify:track:50yVEqOnLHtRTHWq3PWBuZ,0.688,0.547,-11.659,0.0297,0.0716,0.14,0.921,122.63
637,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",Eric Clapton,spotify:track:6YEOmCsXSk9ZPE0FkcCiuQ,0.51,0.389,-14.317,0.0384,0.286,0.000398,0.621,94.04
638,Alberta,Eric Clapton,spotify:track:4vACvcukqlUdK0iHb7SpKE,0.603,0.557,-10.954,0.0462,0.202,0.00446,0.782,84.984
639,I Get Around - U.K. Remaster,The Beach Boys,spotify:track:0SJLwuH720Q7uqZURs3d1m,0.361,0.697,-5.951,0.0455,0.403,0.0,0.822,145.193
640,Surfin' U.S.A. - 2001 Digital Remaster,The Beach Boys,spotify:track:6bQ7N7EE3MxvDivQlPiEkx,0.531,0.806,-7.785,0.0405,0.363,1.02e-06,0.955,159.394
641,Barbara Ann - U.K. Remaster,The Beach Boys,spotify:track:1T5ZvJPWmN5AKdGxswdeH8,0.542,0.553,-7.373,0.0313,0.195,0.0,0.909,79.258
642,Miss You - Dr. Dre Remix 2002,The Rolling Stones,spotify:track:6Z4mxYrqa5mvTaeZEOocie,0.903,0.672,-5.785,0.0413,0.0132,0.0161,0.972,104.994
643,Groove Me,Angie Stone,spotify:track:6Ezx0ylzzwqUOXiRu76STr,0.873,0.642,-5.816,0.0836,0.142,0.0,0.864,102.91
644,Shining Star,"Earth, Wind & Fire",spotify:track:1yPpmwl4WYbyrIIGXnVtJD,0.676,0.903,-4.735,0.0762,0.239,0.000852,0.829,102.54
645,Naive,The Kooks,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.737,100.304
646,Move On,Jet,spotify:track:1EZtTxVWxkxNiGWZ0eLRc7,0.521,0.452,-5.722,0.0348,0.244,2.56e-06,0.135,135.649
647,Streets Of Love - Remastered,The Rolling Stones,spotify:track:4OJ8gZmB6afc5QuhhBrcm1,0.434,0.603,-4.995,0.0312,0.0416,6.44e-06,0.213,81.755
648,Summer Of '69,Bryan Adams,spotify:track:5ROeX4Hi9XoBT5hmBR1xra,0.505,0.71,-10.853,0.0371,0.0115,2.58e-06,0.771,138.907
649,Save Tonight,Eagle-Eye Cherry,spotify:track:2hdhm6piUJnmKXmEmskXCg,0.545,0.699,-8.76,0.0338,9.44e-05,5.79e-05,0.6,119.589
650,Acoustic #3 - Album Version-What I Learned About Ego...,The Goo Goo Dolls,spotify:track:274PszHemIXEXtRrxQkZWZ,0.504,0.364,-9.794,0.0292,0.235,0.0,0.508,125.923
651,Sunrise,Norah Jones,spotify:track:7zkLpY72g6lKQbiHDqri1S,0.526,0.299,-13.797,0.031,0.941,0.097,0.679,156.848
652,Maria,Blondie,spotify:track:7bOYOD0d7ByMTXvJnQVl8d,0.548,0.8,-6.926,0.0597,0.038,0.00255,0.805,159.654
653,Disko Partizani,Shantel,spotify:track:3AitTz7ugVXLIK9zd5saAa,0.722,0.875,-5.414,0.0416,0.104,0.0451,0.885,100.002
654,Rockstar,Nickelback,spotify:track:2cKCSngj4rdMI9K1deFJOe,0.616,0.91,-3.004,0.0386,0.0459,0.0,0.693,144.073
655,Photograph,Nickelback,spotify:track:3hb2ScEVkGchcAQqrPLP0R,0.513,0.877,-3.756,0.0292,0.000932,0.000163,0.389,145.919
656,There Goes Another Love Song,The Outlaws,spotify:track:5jKdSZtw2yst6FzDJ4yvEV,0.514,0.766,-5.894,0.0276,0.00396,2.09e-06,0.754,135.877
657,Green Grass & High Tides - Remastered,The Outlaws,spotify:track:4BxfXnGbnlibcUUPKog7Ne,0.263,0.828,-8.225,0.0412,0.000421,0.018,0.584,99.092
658,Where Is The Love?,Black Eyed Peas,spotify:track:0uqPG793dkDDN7sCUJJIVC,0.835,0.687,-3.18,0.184,0.101,0.0,0.828,94.059
659,Lucky Man,"Emerson, Lake & Palmer",spotify:track:2hGUPlpbWeV4SXy9zY7apq,0.371,0.267,-9.294,0.0291,0.642,9.68e-05,0.23,155.34
660,I'm Gonna Be (500 Miles),The Proclaimers,spotify:track:66S14BkJDxgkYxLl5DCqOz,0.851,0.551,-5.177,0.0396,0.151,0.0,0.807,131.922
661,The Spirit Of Radio,Rush,spotify:track:2yvILTAkreGyEtYG68a1Yp,0.48,0.951,-4.777,0.0554,0.029,0.000156,0.708,135.889
662,This Is The Life,Amy Macdonald,spotify:track:3oyqGFcN7m3jk4alkNI3j9,0.51,0.883,-5.026,0.0418,0.255,0.0,0.871,190.162
663,On The Road Again - Remastered,Canned Heat,spotify:track:1R45EyWM83EVqPOrDWtZTG,0.537,0.557,-8.302,0.0352,0.249,0.0,0.168,130.093
664,Personal Jesus,Johnny Cash,spotify:track:2CYqXSe4pzCqpSWZvqgE39,0.748,0.557,-8.92,0.042,0.486,0.000217,0.72,123.344
665,I Walk The Line - Single Version,Johnny Cash,spotify:track:3uatQAOZ90mnrixwhKiSAI,0.825,0.531,-10.327,0.0387,0.745,0.0193,0.733,105.447
666,The Sound of Silence,Simon & Garfunkel,spotify:track:64gpgh5jBMxyh7iVJll23t,0.531,0.217,-13.883,0.0302,0.871,2.59e-06,0.34,106.842
667,You're the One that I Want,C&C Productions,spotify:track:6CqR4kUwJySVaQPLP49E1V,0.763,0.905,-7.592,0.0604,0.13,0.0259,0.763,105.969
668,Red Rooster,Howlin' Wolf,spotify:track:4WbgYfXqzLIVIRFZ8DCgVx,0.407,0.244,-18.095,0.0356,0.779,0.81,0.731,117.917
669,Rehab,Amy Winehouse,spotify:track:303SXchvzZh2pCQBsjMmcR,0.576,0.852,-3.808,0.0529,0.042,2.57e-06,0.747,145.529
670,It's Not Unusual,Tom Jones,spotify:track:2LW29dEaw4EWNkHNzRma2O,0.479,0.67,-10.476,0.045,0.609,0.0,0.926,92.1
671,Cry Of The Celts - Single Edit With Taps,Ronan Hardiman,spotify:track:7Av84TRZ1qnhntskXt4mUh,0.648,0.851,-11.267,0.0545,0.124,0.625,0.534,124.997
672,Hallelujah,Jeff Buckley,spotify:track:5qv0ohJV2QNwga79jLNDYQ,0.26,0.133,-11.156,0.0351,0.92,0.000716,0.0828,69.166
673,Under Pressure,Queen,spotify:track:4FYeIka527pqJV5Jm5EXai,0.67,0.535,-12.657,0.0523,0.404,0.0,0.429,113.481
674,These Boots Are Made for Walking,The Magic Time Travelers,spotify:track:0CejWpX54SxMt6LcSD4VRh,0.639,0.375,-13.641,0.0619,0.0728,0.000198,0.147,165.447
675,Moonlight Shadow,Maggie Reilly,spotify:track:7o0rlXnNGd8krmqFOk29Vf,0.623,0.772,-7.517,0.0252,0.0757,1.73e-06,0.876,128.58
676,I Say A Little Prayer,Aretha Franklin,spotify:track:6bBwFPgVdWxuc4uWEyALCa,0.587,0.535,-7.792,0.0319,0.545,0.0,0.536,133.178
677,Carry on Wayward Son,Kansas,spotify:track:2t78PJDrCzeUhTWEJQjyJQ,0.467,0.787,-5.734,0.0322,0.00275,0.000144,0.817,126.877
678,Dust In the Wind,Kansas,spotify:track:1niesTemAki2TpoMqJmNWV,0.491,0.153,-18.88,0.0319,0.318,6.11e-06,0.381,93.517
679,Take It Off,The Donnas,spotify:track:12xyxncnJicAOoba8qzPmb,0.444,0.843,-6.378,0.0968,1.46e-05,0.000681,0.265,158.54
680,Build Me up Buttercup (Re-Recorded),The Foundations,spotify:track:2Vi0fxL1fyE7KrKt3JihJn,0.707,0.814,-7.364,0.0367,0.158,2.72e-06,0.922,132.062
681,Monster,La Kinky Beat,spotify:track:72PnwHSci3Y5zAgMCTs4bw,0.735,0.866,-5.271,0.0338,0.0433,0.0,0.914,127.008
682,"La Bamba - Recorded at Gold Star- The B-side of ""Donna""",Ritchie Valens,spotify:track:5obDoHNMQDHppEKwuxk3Bn,0.596,0.811,-6.596,0.0454,0.776,0.000153,0.958,74.936
683,Proud Mary,Ike & Tina Turner,spotify:track:5YI7v4VBa23fbEt9wuUmkg,0.611,0.396,-13.741,0.178,0.495,1.4e-06,0.754,99.71
684,Stand By Me - Live,Ike & Tina Turner,spotify:track:14kO0kNRRrZT9HFJEzKs79,0.728,0.413,-13.934,0.0894,0.428,0.000582,0.953,89.615
685,Ring Of Fire,Johnny Cash,spotify:track:3GhpgjhCNZZa6Lb7Wtrp3S,0.628,0.493,-8.709,0.0264,0.177,0.0137,0.666,104.612
686,A Boy Named Sue,Johnny Cash,spotify:track:41z2CLPSwQVA0hVNvu28ej,0.665,0.525,-9.41,0.202,0.804,3.04e-06,0.907,101.61
687,I've Been Everywhere,Johnny Cash,spotify:track:6y8zaPjL3eHZW3UAuL2VJo,0.724,0.657,-9.283,0.0714,0.694,2.01e-05,0.801,112.357
688,I Got Stripes,Johnny Cash,spotify:track:007aEIgDfjKE16ybtImcDt,0.718,0.476,-10.38,0.0363,0.771,0.0,0.891,103.73
689,It Ain't Me Babe,Johnny Cash,spotify:track:2D1dayxJQ6iTgnIXYlAvrL,0.628,0.403,-11.937,0.0351,0.504,0.0,0.489,106.346
690,Clint Eastwood,Gorillaz,spotify:track:1RKUoGiLEbcXN4GY4spQDx,0.663,0.694,-8.627,0.172,0.0249,0.0,0.524,167.964
691,Five Feet High and Rising,Johnny Cash,spotify:track:6hoI3nJgpQbNdJRSTmokUQ,0.727,0.422,-10.891,0.127,0.706,8.21e-06,0.81,165.548
692,Long Cool Woman (In a Black Dress) - 2003 Remaster,The Hollies,spotify:track:18rrsiC8d16IxvgyvBeFPc,0.755,0.869,-9.271,0.0572,0.383,0.00162,0.782,138.896
693,The eye of the tiger - version éditée,Olivier Bernet - Arnaud Aguergaray - Stéphane Garin - Stéphane Goueytes - Maitane Sebastian - Chiara Mastroianni,spotify:track:2ZqGzZWWZXEyPxJy6N9QhG,0.515,0.432,-9.331,0.0268,0.805,0.565,0.52,104.921
694,Jailhouse Rock,Elvis Presley,spotify:track:1HvtjEUAEgev6klVFyZYgJ,0.631,0.639,-7.842,0.0961,0.303,5.54e-06,0.89,167.351
695,Brown Eyed Girl,Van Morrison,spotify:track:0m8wWqMxBE8dVBjShuPiWd,0.597,0.666,-7.695,0.0373,0.169,0.0,0.917,74.302
696,Under Pressure,My Chemical Romance,spotify:track:4j08A1efdJcVINBHSmQKPS,0.528,0.897,-5.943,0.0589,0.00134,0.0,0.29,125.009
697,Wild Wild West (feat. Dru Hill & Kool Mo Dee) - Album Version With Intro,Will Smith,spotify:track:5AMvBCtX2rspUdoeJ9IsPN,0.861,0.597,-7.221,0.162,0.0983,0.0,0.694,107.016
698,Riverside - Radio Mix,Sidney Samson,spotify:track:57SY4lMewpSsOQCYAEnEiw,0.799,0.96,-2.012,0.043,0.000673,0.774,0.755,125.995
699,Oreka,Berri Txarrak,spotify:track:20lK8IHAvE6vEHKa39wyBV,0.631,0.935,-5.012,0.0388,0.00471,0.000297,0.466,135.071
700,The River,Bruce Springsteen,spotify:track:2z0vATajOBlmLnOMErZWZD,0.587,0.476,-13.54,0.0321,0.17,5.13e-06,0.558,117.465
701,9 To 5,Dolly Parton,spotify:track:5UWYJWoVXRpaLuzzXmHqg8,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.813,105.39
702,It's A Man's Man's Man's World,James Brown,spotify:track:6kBl749onQEDiP9GjjOVVR,0.468,0.415,-9.172,0.0435,0.68,0.0072,0.609,161.775
703,I Got You (I Feel Good),James Brown & The Famous Flames,spotify:track:3pa9rRj4E79xSLeBKerwhT,0.605,0.599,-5.164,0.0728,0.18,0.0,0.657,143.523
704,Forever Young,Youth Group,spotify:track:5d4EJrwEEQgP4qzs6gwzsD,0.379,0.664,-6.863,0.0307,0.0167,0.000679,0.301,115.272
705,The Locomotion,Little Eva,spotify:track:5IHNFbwUmh7GHUhqdZ67QS,0.629,0.782,-9.595,0.0574,0.709,0.0215,0.736,128.973
706,Hawaii Five-O,The Brian Setzer Orchestra,spotify:track:7c4LTx7qpZNtwvaGjMPmqo,0.24,0.954,-6.304,0.128,0.00237,0.087,0.529,160.122
707,You Can Leave Your Hat On,Joe Cocker,spotify:track:5XWz8WzusgU4UF2ICEV1SV,0.65,0.535,-13.325,0.0282,0.118,0.0,0.9,173.8
708,Gitano,La Pulquería,spotify:track:3gte4MrUqajrvXLJskEsUB,0.572,0.886,-8.072,0.0722,0.000306,0.000441,0.754,179.954
709,Tunnel Of Love - Intro/The Carousel Waltz,Dire Straits,spotify:track:12beKjEPNbzxLCCGjBsR2I,0.488,0.792,-7.882,0.0373,0.242,0.0147,0.617,137.54
710,Romeo And Juliet,Dire Straits,spotify:track:2fF7mQOxo1SZuIMHTQgQD8,0.613,0.441,-11.999,0.0309,0.546,0.0132,0.525,87.573
711,Bang Bang (2006 Digital Remaster) (Feat. Billy Strange),Nancy Sinatra,spotify:track:7JCxhQN7bWTYvNVEBIf3cL,0.428,0.24,-15.183,0.0641,0.984,0.042,0.39,186.439
712,Black Or White,Michael Jackson,spotify:track:5YAY2D4s3o0QNOpFwEsynX,0.767,0.895,-3.633,0.0871,0.177,0.0253,0.884,114.789
713,Fever,Peggy Lee,spotify:track:2CeqxyOZEyiL6pTDYZ9gPH,0.742,0.0899,-19.187,0.158,0.0906,0.0,0.351,137.473
714,The Lion Sleeps Tonight (Wimoweh),The Tokens,spotify:track:5pirNblzhaD1m88s1AAIi4,0.421,0.519,-6.825,0.0323,0.764,0.0,0.744,123.503
715,Rough God Goes Riding - 2007 Re-mastered,Van Morrison,spotify:track:4gVezJDWZEY2wJu5xLG8cY,0.64,0.628,-8.243,0.0459,0.572,0.0171,0.507,66.328
716,Shake A Tail Feather,Ike & Tina Turner,spotify:track:0og2Y3XqH0lCTTZYWfp3nA,0.489,0.756,-12.076,0.0522,0.548,0.0,0.927,153.289
717,One,Harry Nilsson,spotify:track:7p57IQp49FmCtj2TLyxgCJ,0.541,0.0653,-19.531,0.0413,0.929,0.000513,0.277,125.402
718,Woman,The Beau Brummels,spotify:track:7oa3uo2qLOUlNt9FxFX3tP,0.435,0.9,-7.36,0.0506,0.573,0.733,0.761,178.124
719,No Song Unheard,The Hellacopters,spotify:track:4dtThTihlGhxcggGCAfhed,0.519,0.876,-5.712,0.0381,0.0117,0.0,0.702,129.799
720,Kick On The Upperclass,Hardcore Superstar,spotify:track:5seyghZTc7lTj0zkJOs6ny,0.282,0.907,-4.299,0.0655,0.000119,4.25e-06,0.24,154.386
721,Back To Black,Amy Winehouse,spotify:track:33fdvicpRVPWCPz19Obajn,0.49,0.725,-3.304,0.0392,0.123,2.68e-05,0.335,123.28
722,You Really Got Me,The Kinks,spotify:track:4rKXPT9Vw1k9c7fldZbDWj,0.271,0.987,-6.045,0.208,0.00337,0.292,0.146,165.686
723,My Generation - Artificial Stereo Version,The Who,spotify:track:0BzmpYti850uxT6RGSMX2O,0.299,0.839,-7.884,0.11,0.176,8.05e-05,0.626,95.833
724,Sexual Healing,Marvin Gaye,spotify:track:5WhgFlm3lvSItYtnUsnufr,0.801,0.597,-9.842,0.0599,0.114,0.000239,0.723,94.383
725,Back In Black,Phil Collen,spotify:track:3Hpu8lwBTeb3spusjSGMvg,0.463,0.882,-4.376,0.0424,0.00107,0.169,0.477,92.851
726,School’s Out,Eric Singer,spotify:track:2CklOyQ7Nqio3FXZMHn0CA,0.323,0.954,-3.438,0.0916,0.0042,0.00122,0.366,138.385
727,Evil Woman,Electric Light Orchestra,spotify:track:3Qs6vSgTIYxoysU89GKJvY,0.696,0.639,-7.568,0.029,0.439,7.7e-05,0.887,119.647
728,Roxanne - 2003 Stereo Remastered Version,The Police,spotify:track:5Z5pWsmW9DRAB5j6iBenZl,0.613,0.752,-8.853,0.382,0.0243,5.81e-06,0.659,133.996
729,So Lonely - 2003 Stereo Remastered Version,The Police,spotify:track:3AFDbkn9dDaYdNqKkp8nWf,0.532,0.583,-8.262,0.163,0.0147,1.53e-06,0.742,77.637
730,Every Breath You Take - 2003 Stereo Remastered Version,The Police,spotify:track:1yPbbbn3qch0JGJFKqAGff,0.825,0.475,-9.242,0.0342,0.535,0.00932,0.727,117.39
731,Message In A Bottle - 2003 Stereo Remastered Version,The Police,spotify:track:7dn9n3J6C5LCyK7FmvVAM8,0.573,0.807,-7.061,0.0385,0.0333,1.2e-05,0.871,150.987
732,"Driven To Tears - Live From River Plate Stadium, Buenos Aires",The Police,spotify:track:0RWsy130RelJneNdiM2CvD,0.37,0.942,-3.251,0.117,0.0101,0.000333,0.427,157.489
733,"De Do Do Do, De Da Da Da - Live From River Plate Stadium, Buenos Aires",The Police,spotify:track:38ni0nWqQ575GQ87fBvtZQ,0.594,0.835,-4.863,0.0407,0.0251,0.000828,0.608,147.113
734,"De Do Do Do, De Da Da Da - 2003 Stereo Remastered Version",The Police,spotify:track:5H2DoeKut5XdsSvvIdjpjr,0.786,0.53,-8.885,0.0513,0.0629,0.0249,0.872,147.851
735,Next To You - Live In Boston / 2003 Stereo Remastered Version,The Police,spotify:track:4ni40bXScDHL6Fo2xOiSqj,0.282,0.99,-5.862,0.172,0.0897,0.149,0.252,98.834
736,"Addicted To That Rush [Live at Warfield Theatre, San Francisco, CA, March 28, 1992]",Mr. Big,spotify:track:23tVf6MjN8Q9B7hAiPsjVj,0.426,0.979,-8.739,0.195,0.403,0.00135,0.206,118.609
737,Great Big Kiss,Johnny Thunders,spotify:track:2TUgD0LVxchCMCKelbepgs,0.298,0.704,-11.542,0.0464,0.321,0.000148,0.561,177.954
738,This Is It,Michael Jackson,spotify:track:5XaOvJcyNBNXRohL3eB9dL,0.636,0.648,-5.716,0.033,0.604,0.000148,0.56,96.883
739,Suspicious Minds - Elvis Live version,Elvis Presley,spotify:track:21uqk0VElbm5bxCNTR3E6M,0.313,0.693,-11.795,0.117,0.315,0.0287,0.649,133.195
740,Twist and Shout,Chubby Checker,spotify:track:64sxYVv6qC2fKhApIe3fE9,0.686,0.812,-12.069,0.0467,0.0137,0.00196,0.93,151.024
741,Twist and Shout - Live Version,Ike & Tina Turner,spotify:track:38Zp5S5kEqUMEuabU3JhA3,0.445,0.97,-6.744,0.296,0.409,0.118,0.573,145.101
742,Maggie May - Remastered Version,Rod Stewart,spotify:track:1r3kj1yMff7ilIsR7hpvUo,0.62,0.559,-10.568,0.0369,0.717,0.433,0.527,129.401
743,Denak ez du balio,Berri Txarrak,spotify:track:60r6OKfiy0qEAdRqbyeXCy,0.51,0.989,-3.846,0.0896,0.000125,1.7e-06,0.222,112.044
744,California Queen,Wolfmother,spotify:track:2Ix8wz3VbCxnvSWPukGDTx,0.204,0.95,-4.544,0.122,2.24e-05,0.013,0.171,187.558
745,New Moon Rising,Wolfmother,spotify:track:0Sz47aqJ638PpIm5Zpiu20,0.575,0.92,-3.351,0.0517,5.75e-05,0.012,0.206,135.978
746,White Feather,Wolfmother,spotify:track:29lAHs2VU6vzjKct4TAepz,0.571,0.866,-4.524,0.0479,0.000185,3.45e-05,0.657,111.388
747,Sundial,Wolfmother,spotify:track:5lUa8aIIixkjGfNplmTSJJ,0.321,0.913,-4.572,0.0412,1.09e-05,0.744,0.397,173.927
748,In The Morning,Wolfmother,spotify:track:6jujk0F4VdWAmkOkS9qzmR,0.214,0.736,-6.012,0.0328,0.000308,0.00281,0.135,157.476
749,"10,000 Feet",Wolfmother,spotify:track:6sJf7zImNufMWtpMGo3Xy9,0.425,0.849,-4.455,0.034,0.00115,0.00552,0.763,180.104
750,Somethin' Stupid,Nancy Sinatra,spotify:track:10RALm2xdCMDlE77IF0Rhw,0.281,0.413,-9.279,0.0397,0.658,0.0,0.521,208.621
751,Just a Closer Walk with Thee,Johnny Wiggs,spotify:track:3NZufb82dN9cXBCBlIemJe,0.532,0.321,-10.389,0.0596,0.979,0.949,0.836,151.901
752,Estoy Sentado En Mi Cama,Los Delinquentes,spotify:track:3KV6XhRDeT0pWcOnxMIreI,0.805,0.779,-9.664,0.0435,0.465,4.6e-05,0.819,110.067
753,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,spotify:track:5cP52DlDN9yryuZVQDg3iq,0.704,0.834,-7.131,0.0358,0.0291,0.00492,0.923,103.555
754,Sympathique,Pink Martini,spotify:track:2l8VGEjW1WX7DoAm7tKwdu,0.605,0.395,-9.812,0.0421,0.665,0.0,0.729,129.912
755,Little Red Rooster,The Rolling Stones,spotify:track:2Mtx6cvnd8fpnV4CWuXHux,0.722,0.435,-11.647,0.0443,0.0616,0.0492,0.675,109.356
756,Sympathy For The Devil,The Rolling Stones,spotify:track:0DQtwZLpvln583U1WWv6To,0.658,0.675,-10.967,0.242,0.604,0.0,0.587,115.574
757,Get It On - BBC Live - 20/07/1971,Marc Bolan,spotify:track:53sjKpBzCxzmkQIaB0Sbq3,0.68,0.81,-7.447,0.0344,0.103,0.661,0.97,126.61
758,Hot Love - BBC Live - Dave Lee Travis 9/12/70,Marc Bolan,spotify:track:1cw7FleJSD6ifa8P8mT4X3,0.667,0.591,-9.118,0.0419,0.069,0.000407,0.621,118.378
759,The Gun,Lou Reed,spotify:track:5OgHDBJbEVc7UUKq9HbfHV,0.504,0.316,-14.158,0.0336,0.94,0.0229,0.243,128.196
760,Ayo Technology,Milow,spotify:track:6bi26euQfGKxYnW8jd0GxV,0.779,0.655,-7.325,0.0339,0.643,0.0,0.79,128.056
761,Johnny B. Goode - 2002 Remaster,Peter Tosh,spotify:track:5uPYEStMW3KsXnnLV7iCTw,0.749,0.849,-5.761,0.0544,0.0299,0.000168,0.959,145.169
762,Mannish Boy,Muddy Waters,spotify:track:5mTFQUnS4PNyZ8FAKZe6wD,0.567,0.666,-8.658,0.145,0.841,2.53e-05,0.768,113.529
763,More Than A Woman (2007 Remastered Saturday Night Fever LP Version),Bee Gees,spotify:track:0vDeTWoAooavG2zcCKHmI4,0.6,0.708,-6.249,0.038,0.16,0.000139,0.693,106.167
764,I'm Yours and I'm Hers,Johnny Winter,spotify:track:3ZL06rA9oe8JEKQQ3V6VCE,0.294,0.827,-13.109,0.188,0.00309,0.519,0.495,88.064
765,Hit The Road Jack,Ray Charles,spotify:track:7sXxvOVFtMr31xj0kX9BFV,0.593,0.752,-6.617,0.0313,0.0841,0.00308,0.935,172.087
766,Brick House,Commodores,spotify:track:0PiZcjWPnqgnAsmI6FMxYC,0.83,0.892,-5.613,0.0646,0.0328,0.004,0.675,107.774
767,My Girl,The Temptations,spotify:track:1WWbqYAzu1N216ngniTLNq,0.6,0.546,-5.714,0.0691,0.545,0.0,0.598,104.451
768,Long As I Can See The Light,Creedence Clearwater Revival,spotify:track:1PCytbxbfA7AQbqlM9PZ9s,0.712,0.223,-15.487,0.0482,0.33,0.000244,0.54,127.085
769,Quedate a dormir - Acústico,M-Clan,spotify:track:2r8nXRfNo9riTku9Jv37Eh,0.539,0.877,-4.561,0.0747,0.187,1.38e-06,0.439,124.872
770,Only You,The Platters,spotify:track:1zoSB48r32OS6MSthCa2Bn,0.49,0.283,-9.435,0.0336,0.935,0.0,0.316,80.054
771,The Great Pretender,The Platters,spotify:track:7FB4p1T7JfKHQk7A7SwhTn,0.657,0.336,-6.698,0.0286,0.873,0.0,0.679,114.698
772,Singin' In The Rain,Gene Kelly,spotify:track:0B6wVm5VS2zrg6Gk9DuH5S,0.381,0.447,-6.165,0.0311,0.902,0.000677,0.39,67.176
773,Kickin' the Gong Around,David Johansen,spotify:track:4ORGAFVinzctzqHV7DkCC2,0.603,0.526,-6.714,0.101,0.426,0.0,0.592,105.3
774,It’s So Easy,Waylon Jennings,spotify:track:1sFdABdezDqHY2NPZGycht,0.675,0.742,-7.653,0.0339,0.259,1.79e-06,0.967,147.022
775,Country Boy,Fred Neil,spotify:track:7g15ZyUXEX7czAwk3dF59K,0.642,0.646,-8.364,0.0283,0.262,0.00046,0.886,109.649
776,I Hate Myself for Loving You,Joan Jett & The Blackhearts,spotify:track:2HXixVqzzm9rEUIMAWzshl,0.611,0.883,-11.225,0.0539,0.0846,1.2e-06,0.604,117.928
777,Peppermint Twist (Re-Recorded),Joey Dee & The Starliters,spotify:track:0So6FPVN11PJ2zEFBaO2H4,0.412,0.848,-6.802,0.192,0.432,0.0,0.915,202.369
778,Go Your Own Way,Fleetwood Mac,spotify:track:0FeCO85RKW8fDRytwXof2x,0.597,0.812,-12.062,0.0315,0.0219,0.00106,0.823,135.68
779,Burning Up,Bad Company,spotify:track:794owhBZCoXRWoXR14ohBu,0.53,0.731,-11.263,0.0351,0.168,1.98e-05,0.642,122.763
780,It's Only Rock'n'Roll (But I Like It) - 2009 Re-Mastered Digital Version,The Rolling Stones,spotify:track:47Sh8DCTzeK5Z4hWgSN0Oc,0.616,0.958,-3.918,0.0504,0.499,0.00701,0.799,128.512
781,Little Red Rooster - Live,The Rolling Stones,spotify:track:5dBXT0OjJKF3BgvsMswyAm,0.516,0.879,-6.371,0.05,0.278,0.135,0.397,105.24
782,Brothers In Arms,Dire Straits,spotify:track:7EmSPZ9f1AiLR9eVHNSI62,0.413,0.296,-13.904,0.0277,0.531,0.801,0.144,79.273
783,Wonderful Life,Black,spotify:track:0IWtEFQBwRHaMXZQtGEVcM,0.72,0.521,-12.468,0.0302,0.705,0.36,0.823,106.055
784,Jumpin' Jack Flash - Live / Remastered 2009,The Rolling Stones,spotify:track:2TKLzAtvY9CdHR0FRiMpD2,0.27,0.992,-3.098,0.215,0.169,0.193,0.284,148.846
785,Wild Horses - Live,The Rolling Stones,spotify:track:57ibX8UCsEo3o3C9cvH3At,0.543,0.473,-8.969,0.0286,0.58,3.28e-05,0.221,72.531
786,Roulette,System Of A Down,spotify:track:6Jj1Bb2s0gAOhH4yCGjDvh,0.475,0.477,-7.527,0.0266,0.552,0.00729,0.227,129.006
787,Train in Vain,The Clash,spotify:track:0nvVqKZDA8vRQfZh4ASLVS,0.614,0.984,-2.234,0.129,0.155,3.63e-05,0.481,127.907
